STATE/UT,Year,CAUSE,Total Male,Total Female,Total
ASSAM,2010,Self-employed (Business activity),371,70,441
ASSAM,2010,Professional Activity,136,10,146
ASSAM,2010,Farming/Agriculture Activity,352,17,369
ASSAM,2010,Others (Please Specify),565,238,803
ASSAM,2010,Retired Person,10,0,10
ASSAM,2010,Others (Please Specify),205,65,270
ASSAM,2010,Total,2026,967,2993
ASSAM,2010,Total Salaried,173,37,210
ASSAM,2010,Total Self-employed,1424,335,1759
ASSAM,2011,House Wife,0,490,490
ASSAM,2011,Service (Government),27,1,28
ASSAM,2011,Service (Private),86,12,98
ASSAM,2011,Public Sector Undertaking,91,8,99
ASSAM,2011,Student,160,92,252
ASSAM,2011,Unemployed,48,11,59
ASSAM,2011,Self-employed (Business activity),281,40,321
ASSAM,2011,Professional Activity,85,0,85
ASSAM,2011,Farming/Agriculture Activity,300,12,312
ASSAM,2011,Others (Please Specify),531,124,655
ASSAM,2011,Retired Person,3,0,3
ASSAM,2011,Others (Please Specify),214,110,324
ASSAM,2011,Total,1826,900,2726
ASSAM,2011,Total Salaried,204,21,225
ASSAM,2011,Total Self-employed,1197,176,1373
ASSAM,2012,House Wife,0,403,403
ASSAM,2012,Service (Government),29,25,54
ASSAM,2012,Service (Private),122,11,133
ASSAM,2012,Public Sector Undertaking,107,9,116
ASSAM,2012,Student,124,97,221
ASSAM,2012,Unemployed,64,4,68
ASSAM,2012,Self-employed (Business activity),320,33,353
ASSAM,2012,Professional Activity,110,15,125
ASSAM,2012,Farming/Agriculture Activity,340,4,344
ASSAM,2012,Others (Please Specify),969,180,1149
ASSAM,2012,Retired Person,4,0,4
ASSAM,2012,Others (Please Specify),203,91,294
ASSAM,2012,Total,2392,872,3264
ASSAM,2012,Total Salaried,258,45,303
ASSAM,2012,Total Self-employed,1739,232,1971
BIHAR,2001,House Wife,0,140,140
BIHAR,2001,Service (Government),5,1,6
BIHAR,2001,Service (Private),15,3,18
BIHAR,2001,Public Sector Undertaking,1,0,1
BIHAR,2001,Student,39,25,64
BIHAR,2001,Unemployed,22,16,38
BIHAR,2001,Self-employed (Business activity),14,1,15
BIHAR,2001,Professional Activity,3,0,3
BIHAR,2001,Farming/Agriculture Activity,55,6,61
BIHAR,2001,Others (Please Specify),34,14,48
BIHAR,2001,Retired Person,2,0,2
BIHAR,2001,Others (Please Specify),117,90,207
BIHAR,2001,Total,307,296,603
BIHAR,2001,Total Salaried,21,4,25
BIHAR,2001,Total Self-employed,106,21,127
BIHAR,2002,House Wife,0,148,148
BIHAR,2002,Service (Government),6,0,6
BIHAR,2002,Service (Private),8,8,16
BIHAR,2002,Public Sector Undertaking,1,0,1
BIHAR,2002,Student,40,14,54
BIHAR,2002,Unemployed,57,11,68
BIHAR,2002,Self-employed (Business activity),26,0,26
BIHAR,2002,Professional Activity,5,0,5
BIHAR,2002,Farming/Agriculture Activity,68,12,80
BIHAR,2002,Others (Please Specify),57,18,75
BIHAR,2002,Retired Person,1,0,1
BIHAR,2002,Others (Please Specify),157,83,240
BIHAR,2002,Total,426,294,720
BIHAR,2002,Total Salaried,15,8,23
BIHAR,2002,Total Self-employed,156,30,186
BIHAR,2003,House Wife,0,138,138
BIHAR,2003,Service (Government),3,2,5
BIHAR,2003,Service (Private),21,6,27
BIHAR,2003,Public Sector Undertaking,3,0,3
BIHAR,2003,Student,41,18,59
BIHAR,2003,Unemployed,62,13,75
BIHAR,2003,Self-employed (Business activity),19,2,21
BIHAR,2003,Professional Activity,19,6,25
BIHAR,2003,Farming/Agriculture Activity,45,1,46
BIHAR,2003,Others (Please Specify),48,22,70
BIHAR,2003,Retired Person,6,0,6
BIHAR,2003,Others (Please Specify),84,40,124
BIHAR,2003,Total,351,248,599
BIHAR,2003,Total Salaried,27,8,35
BIHAR,2003,Total Self-employed,131,31,162
BIHAR,2004,House Wife,0,90,90
BIHAR,2004,Service (Government),8,0,8
BIHAR,2004,Service (Private),15,1,16
BIHAR,2004,Public Sector Undertaking,8,0,8
BIHAR,2004,Student,22,10,32
BIHAR,2004,Unemployed,43,7,50
BIHAR,2004,Self-employed (Business activity),16,7,23
BIHAR,2004,Professional Activity,6,0,6
BIHAR,2004,Farming/Agriculture Activity,23,0,23
BIHAR,2004,Others (Please Specify),2,1,3
BIHAR,2004,Retired Person,17,0,17
BIHAR,2004,Others (Please Specify),52,23,75
BIHAR,2004,Total,212,139,351
BIHAR,2004,Total Salaried,31,1,32
BIHAR,2004,Total Self-employed,47,8,55
BIHAR,2005,House Wife,0,109,109
BIHAR,2005,Service (Government),5,1,6
BIHAR,2005,Service (Private),34,2,36
BIHAR,2005,Public Sector Undertaking,9,0,9
BIHAR,2005,Student,33,14,47
BIHAR,2005,Unemployed,23,5,28
BIHAR,2005,Self-employed (Business activity),18,0,18
BIHAR,2005,Professional Activity,19,0,19
BIHAR,2005,Farming/Agriculture Activity,32,7,39
BIHAR,2005,Others (Please Specify),22,9,31
BIHAR,2005,Retired Person,2,2,4
BIHAR,2005,Others (Please Specify),130,67,197
BIHAR,2005,Total,327,216,543
BIHAR,2005,Total Salaried,48,3,51
BIHAR,2005,Total Self-employed,91,16,107
BIHAR,2006,House Wife,0,137,137
BIHAR,2006,Service (Government),6,4,10
BIHAR,2006,Service (Private),15,1,16
BIHAR,2006,Public Sector Undertaking,2,5,7
BIHAR,2006,Student,43,27,70
BIHAR,2006,Unemployed,18,8,26
BIHAR,2006,Self-employed (Business activity),16,8,24
BIHAR,2006,Professional Activity,3,1,4
BIHAR,2006,Farming/Agriculture Activity,38,8,46
BIHAR,2006,Others (Please Specify),42,33,75
BIHAR,2006,Retired Person,1,1,2
BIHAR,2006,Others (Please Specify),115,86,201
BIHAR,2006,Total,299,319,618
BIHAR,2006,Total Salaried,23,10,33
BIHAR,2006,Total Self-employed,99,50,149
BIHAR,2007,House Wife,0,171,171
BIHAR,2007,Service (Government),8,0,8
BIHAR,2007,Service (Private),36,0,36
BIHAR,2007,Public Sector Undertaking,19,0,19
BIHAR,2007,Student,56,59,115
BIHAR,2007,Unemployed,65,19,84
BIHAR,2007,Self-employed (Business activity),8,3,11
BIHAR,2007,Professional Activity,3,0,3
BIHAR,2007,Farming/Agriculture Activity,78,8,86
BIHAR,2007,Others (Please Specify),121,67,188
BIHAR,2007,Retired Person,3,0,3
BIHAR,2007,Others (Please Specify),137,104,241
BIHAR,2007,Total,534,431,965
BIHAR,2007,Total Salaried,63,0,63
BIHAR,2007,Total Self-employed,210,78,288
BIHAR,2008,House Wife,0,174,174
BIHAR,2008,Service (Government),8,0,8
BIHAR,2008,Service (Private),31,4,35
BIHAR,2008,Public Sector Undertaking,13,10,23
BIHAR,2008,Student,42,16,58
BIHAR,2008,Unemployed,49,4,53
BIHAR,2008,Self-employed (Business activity),15,0,15
BIHAR,2008,Professional Activity,5,0,5
BIHAR,2008,Farming/Agriculture Activity,62,5,67
BIHAR,2008,Others (Please Specify),56,55,111
BIHAR,2008,Retired Person,9,6,15
BIHAR,2008,Others (Please Specify),319,132,451
BIHAR,2008,Total,609,406,1015
BIHAR,2008,Total Salaried,52,14,66
BIHAR,2008,Total Self-employed,138,60,198
BIHAR,2009,House Wife,0,314,314
BIHAR,2009,Service (Government),3,0,3
BIHAR,2009,Service (Private),55,2,57
BIHAR,2009,Public Sector Undertaking,8,0,8
BIHAR,2009,Student,42,26,68
BIHAR,2009,Unemployed,43,8,51
BIHAR,2009,Self-employed (Business activity),24,0,24
BIHAR,2009,Professional Activity,3,22,25
BIHAR,2009,Farming/Agriculture Activity,85,27,112
BIHAR,2009,Others (Please Specify),82,6,88
BIHAR,2009,Retired Person,0,0,0
BIHAR,2009,Others (Please Specify),169,132,301
BIHAR,2009,Total,514,537,1051
BIHAR,2009,Total Salaried,66,2,68
BIHAR,2009,Total Self-employed,194,55,249
BIHAR,2010,House Wife,0,204,204
BIHAR,2010,Service (Government),13,8,21
BIHAR,2010,Service (Private),41,8,49
BIHAR,2010,Public Sector Undertaking,2,0,2
BIHAR,2010,Student,39,35,74
BIHAR,2010,Unemployed,73,15,88
BIHAR,2010,Self-employed (Business activity),12,4,16
BIHAR,2010,Professional Activity,5,0,5
BIHAR,2010,Farming/Agriculture Activity,91,4,95
BIHAR,2010,Others (Please Specify),264,51,315
BIHAR,2010,Retired Person,1,2,3
BIHAR,2010,Others (Please Specify),171,183,354
BIHAR,2010,Total,712,514,1226
BIHAR,2010,Total Salaried,56,16,72
BIHAR,2010,Total Self-employed,372,59,431
BIHAR,2011,House Wife,0,138,138
BIHAR,2011,Service (Government),9,20,29
BIHAR,2011,Service (Private),9,0,9
BIHAR,2011,Public Sector Undertaking,3,0,3
BIHAR,2011,Student,36,35,71
BIHAR,2011,Unemployed,49,7,56
BIHAR,2011,Self-employed (Business activity),9,0,9
BIHAR,2011,Professional Activity,7,0,7
BIHAR,2011,Farming/Agriculture Activity,63,20,83
BIHAR,2011,Others (Please Specify),54,28,82
BIHAR,2011,Retired Person,4,0,4
BIHAR,2011,Others (Please Specify),203,101,304
BIHAR,2011,Total,446,349,795
BIHAR,2011,Total Salaried,21,20,41
BIHAR,2011,Total Self-employed,133,48,181
BIHAR,2012,House Wife,0,130,130
BIHAR,2012,Service (Government),12,3,15
BIHAR,2012,Service (Private),22,2,24
BIHAR,2012,Public Sector Undertaking,0,0,0
BIHAR,2012,Student,36,28,64
BIHAR,2012,Unemployed,13,1,14
BIHAR,2012,Self-employed (Business activity),3,0,3
BIHAR,2012,Professional Activity,1,0,1
BIHAR,2012,Farming/Agriculture Activity,64,4,68
BIHAR,2012,Others (Please Specify),43,12,55
BIHAR,2012,Retired Person,1,0,1
BIHAR,2012,Others (Please Specify),260,124,384
BIHAR,2012,Total,455,304,759
BIHAR,2012,Total Salaried,34,5,39
BIHAR,2012,Total Self-employed,111,16,127
CHHATTISGARH,2001,House Wife,0,606,606
CHHATTISGARH,2001,Service (Government),63,7,70
CHHATTISGARH,2001,Service (Private),167,10,177
CHHATTISGARH,2001,Public Sector Undertaking,59,6,65
CHHATTISGARH,2001,Student,134,95,229
CHHATTISGARH,2001,Unemployed,193,25,218
CHHATTISGARH,2001,Self-employed (Business activity),66,2,68
CHHATTISGARH,2001,Professional Activity,32,4,36
CHHATTISGARH,2001,Farming/Agriculture Activity,1198,254,1452
CHHATTISGARH,2001,Others (Please Specify),444,212,656
CHHATTISGARH,2001,Retired Person,13,0,13
CHHATTISGARH,2001,Others (Please Specify),271,164,435
CHHATTISGARH,2001,Total,2640,1385,4025
CHHATTISGARH,2001,Total Salaried,289,23,312
CHHATTISGARH,2001,Total Self-employed,1740,472,2212
CHHATTISGARH,2002,House Wife,0,585,585
CHHATTISGARH,2002,Service (Government),52,12,64
CHHATTISGARH,2002,Service (Private),110,14,124
CHHATTISGARH,2002,Public Sector Undertaking,81,10,91
CHHATTISGARH,2002,Student,122,69,191
CHHATTISGARH,2002,Unemployed,179,33,212
CHHATTISGARH,2002,Self-employed (Business activity),64,0,64
CHHATTISGARH,2002,Professional Activity,41,11,52
CHHATTISGARH,2002,Farming/Agriculture Activity,1054,184,1238
CHHATTISGARH,2002,Others (Please Specify),409,185,594
CHHATTISGARH,2002,Retired Person,7,0,7
CHHATTISGARH,2002,Others (Please Specify),510,218,728
CHHATTISGARH,2002,Total,2629,1321,3950
CHHATTISGARH,2002,Total Salaried,243,36,279
CHHATTISGARH,2002,Total Self-employed,1568,380,1948
CHHATTISGARH,2003,House Wife,0,551,551
CHHATTISGARH,2003,Service (Government),54,3,57
CHHATTISGARH,2003,Service (Private),105,15,120
CHHATTISGARH,2003,Public Sector Undertaking,26,0,26
CHHATTISGARH,2003,Student,125,80,205
CHHATTISGARH,2003,Unemployed,160,24,184
CHHATTISGARH,2003,Self-employed (Business activity),52,5,57
CHHATTISGARH,2003,Professional Activity,97,31,128
CHHATTISGARH,2003,Farming/Agriculture Activity,859,207,1066
CHHATTISGARH,2003,Others (Please Specify),486,139,625
CHHATTISGARH,2003,Retired Person,4,0,4
CHHATTISGARH,2003,Others (Please Specify),624,272,896
CHHATTISGARH,2003,Total,2592,1327,3919
CHHATTISGARH,2003,Total Salaried,185,18,203
CHHATTISGARH,2003,Total Self-employed,1494,382,1876
CHHATTISGARH,2004,House Wife,0,777,777
CHHATTISGARH,2004,Service (Government),35,2,37
CHHATTISGARH,2004,Service (Private),80,2,82
CHHATTISGARH,2004,Public Sector Undertaking,15,1,16
CHHATTISGARH,2004,Student,138,88,226
CHHATTISGARH,2004,Unemployed,161,3,164
CHHATTISGARH,2004,Self-employed (Business activity),45,0,45
CHHATTISGARH,2004,Professional Activity,47,6,53
CHHATTISGARH,2004,Farming/Agriculture Activity,1213,182,1395
CHHATTISGARH,2004,Others (Please Specify),683,190,873
CHHATTISGARH,2004,Retired Person,0,0,0
CHHATTISGARH,2004,Others (Please Specify),569,258,827
CHHATTISGARH,2004,Total,2986,1509,4495
CHHATTISGARH,2004,Total Salaried,130,5,135
CHHATTISGARH,2004,Total Self-employed,1988,378,2366
CHHATTISGARH,2005,House Wife,0,891,891
CHHATTISGARH,2005,Service (Government),58,6,64
CHHATTISGARH,2005,Service (Private),178,17,195
CHHATTISGARH,2005,Public Sector Undertaking,33,15,48
CHHATTISGARH,2005,Student,116,72,188
CHHATTISGARH,2005,Unemployed,228,25,253
CHHATTISGARH,2005,Self-employed (Business activity),147,27,174
CHHATTISGARH,2005,Professional Activity,131,9,140
CHHATTISGARH,2005,Farming/Agriculture Activity,1200,212,1412
CHHATTISGARH,2005,Others (Please Specify),410,117,527
CHHATTISGARH,2005,Retired Person,11,1,12
CHHATTISGARH,2005,Others (Please Specify),793,184,977
CHHATTISGARH,2005,Total,3305,1576,4881
CHHATTISGARH,2005,Total Salaried,269,38,307
CHHATTISGARH,2005,Total Self-employed,1888,365,2253
CHHATTISGARH,2006,House Wife,0,772,772
CHHATTISGARH,2006,Service (Government),31,4,35
CHHATTISGARH,2006,Service (Private),127,9,136
CHHATTISGARH,2006,Public Sector Undertaking,16,1,17
CHHATTISGARH,2006,Student,107,85,192
CHHATTISGARH,2006,Unemployed,144,8,152
CHHATTISGARH,2006,Self-employed (Business activity),113,22,135
CHHATTISGARH,2006,Professional Activity,83,0,83
CHHATTISGARH,2006,Farming/Agriculture Activity,1212,271,1483
CHHATTISGARH,2006,Others (Please Specify),507,156,663
CHHATTISGARH,2006,Retired Person,1,0,1
CHHATTISGARH,2006,Others (Please Specify),719,238,957
CHHATTISGARH,2006,Total,3060,1566,4626
CHHATTISGARH,2006,Total Salaried,174,14,188
CHHATTISGARH,2006,Total Self-employed,1915,449,2364
CHHATTISGARH,2007,House Wife,0,848,848
CHHATTISGARH,2007,Service (Government),34,4,38
CHHATTISGARH,2007,Service (Private),213,20,233
CHHATTISGARH,2007,Public Sector Undertaking,22,2,24
CHHATTISGARH,2007,Student,172,107,279
CHHATTISGARH,2007,Unemployed,177,14,191
CHHATTISGARH,2007,Self-employed (Business activity),132,3,135
CHHATTISGARH,2007,Professional Activity,103,6,109
CHHATTISGARH,2007,Farming/Agriculture Activity,1264,329,1593
CHHATTISGARH,2007,Others (Please Specify),510,154,664
CHHATTISGARH,2007,Retired Person,2,0,2
CHHATTISGARH,2007,Others (Please Specify),627,96,723
CHHATTISGARH,2007,Total,3256,1583,4839
CHHATTISGARH,2007,Total Salaried,269,26,295
CHHATTISGARH,2007,Total Self-employed,2009,492,2501
CHHATTISGARH,2008,House Wife,0,937,937
CHHATTISGARH,2008,Service (Government),39,6,45
CHHATTISGARH,2008,Service (Private),183,18,201
CHHATTISGARH,2008,Public Sector Undertaking,10,0,10
CHHATTISGARH,2008,Student,202,168,370
CHHATTISGARH,2008,Unemployed,167,10,177
CHHATTISGARH,2008,Self-employed (Business activity),153,4,157
CHHATTISGARH,2008,Professional Activity,80,13,93
CHHATTISGARH,2008,Farming/Agriculture Activity,1491,282,1773
CHHATTISGARH,2008,Others (Please Specify),662,164,826
CHHATTISGARH,2008,Retired Person,2,0,2
CHHATTISGARH,2008,Others (Please Specify),259,95,354
CHHATTISGARH,2008,Total,3248,1697,4945
CHHATTISGARH,2008,Total Salaried,232,24,256
CHHATTISGARH,2008,Total Self-employed,2386,463,2849
CHHATTISGARH,2009,House Wife,0,902,902
CHHATTISGARH,2009,Service (Government),42,6,48
CHHATTISGARH,2009,Service (Private),249,45,294
CHHATTISGARH,2009,Public Sector Undertaking,17,0,17
CHHATTISGARH,2009,Student,298,137,435
CHHATTISGARH,2009,Unemployed,461,28,489
CHHATTISGARH,2009,Self-employed (Business activity),104,4,108
CHHATTISGARH,2009,Professional Activity,131,6,137
CHHATTISGARH,2009,Farming/Agriculture Activity,1417,385,1802
CHHATTISGARH,2009,Others (Please Specify),683,178,861
CHHATTISGARH,2009,Retired Person,6,3,9
CHHATTISGARH,2009,Others (Please Specify),546,235,781
CHHATTISGARH,2009,Total,3954,1929,5883
CHHATTISGARH,2009,Total Salaried,308,51,359
CHHATTISGARH,2009,Total Self-employed,2335,573,2908
CHHATTISGARH,2010,House Wife,0,862,862
CHHATTISGARH,2010,Service (Government),38,2,40
CHHATTISGARH,2010,Service (Private),287,44,331
CHHATTISGARH,2010,Public Sector Undertaking,44,0,44
CHHATTISGARH,2010,Student,223,154,377
CHHATTISGARH,2010,Unemployed,593,19,612
CHHATTISGARH,2010,Self-employed (Business activity),98,6,104
CHHATTISGARH,2010,Professional Activity,231,4,235
CHHATTISGARH,2010,Farming/Agriculture Activity,778,348,1126
CHHATTISGARH,2010,Others (Please Specify),1303,284,1587
CHHATTISGARH,2010,Retired Person,1,0,1
CHHATTISGARH,2010,Others (Please Specify),949,254,1203
CHHATTISGARH,2010,Total,4545,1977,6522
CHHATTISGARH,2010,Total Salaried,369,46,415
CHHATTISGARH,2010,Total Self-employed,2410,642,3052
CHHATTISGARH,2011,House Wife,0,775,775
CHHATTISGARH,2011,Service (Government),46,8,54
CHHATTISGARH,2011,Service (Private),321,89,410
CHHATTISGARH,2011,Public Sector Undertaking,61,11,72
CHHATTISGARH,2011,Student,201,161,362
CHHATTISGARH,2011,Unemployed,592,34,626
CHHATTISGARH,2011,Self-employed (Business activity),218,10,228
CHHATTISGARH,2011,Professional Activity,154,56,210
CHHATTISGARH,2011,Farming/Agriculture Activity,0,0,0
CHHATTISGARH,2011,Others (Please Specify),1955,657,2612
CHHATTISGARH,2011,Retired Person,19,0,19
CHHATTISGARH,2011,Others (Please Specify),960,428,1388
CHHATTISGARH,2011,Total,4527,2229,6756
CHHATTISGARH,2011,Total Salaried,428,108,536
CHHATTISGARH,2011,Total Self-employed,2327,723,3050
CHHATTISGARH,2012,House Wife,0,779,779
CHHATTISGARH,2012,Service (Government),62,4,66
CHHATTISGARH,2012,Service (Private),351,55,406
CHHATTISGARH,2012,Public Sector Undertaking,10,0,10
CHHATTISGARH,2012,Student,161,129,290
CHHATTISGARH,2012,Unemployed,341,18,359
CHHATTISGARH,2012,Self-employed (Business activity),106,4,110
CHHATTISGARH,2012,Professional Activity,229,0,229
CHHATTISGARH,2012,Farming/Agriculture Activity,4,0,4
CHHATTISGARH,2012,Others (Please Specify),1504,322,1826
CHHATTISGARH,2012,Retired Person,17,0,17
CHHATTISGARH,2012,Others (Please Specify),1229,329,1558
CHHATTISGARH,2012,Total,4014,1640,5654
CHHATTISGARH,2012,Total Salaried,423,59,482
CHHATTISGARH,2012,Total Self-employed,1843,326,2169
GOA,2001,House Wife,0,55,55
GOA,2001,Service (Government),4,2,6
GOA,2001,Service (Private),46,6,52
GOA,2001,Public Sector Undertaking,0,0,0
GOA,2001,Student,4,9,13
GOA,2001,Unemployed,44,10,54
GOA,2001,Self-employed (Business activity),10,0,10
GOA,2001,Professional Activity,2,0,2
GOA,2001,Farming/Agriculture Activity,18,0,18
GOA,2001,Others (Please Specify),11,4,15
GOA,2001,Retired Person,3,0,3
GOA,2001,Others (Please Specify),25,3,28
GOA,2001,Total,167,89,256
GOA,2001,Total Salaried,50,8,58
GOA,2001,Total Self-employed,41,4,45
GOA,2002,House Wife,0,42,42
GOA,2002,Service (Government),4,3,7
GOA,2002,Service (Private),55,8,63
GOA,2002,Public Sector Undertaking,4,0,4
GOA,2002,Student,8,9,17
GOA,2002,Unemployed,65,8,73
GOA,2002,Self-employed (Business activity),11,0,11
GOA,2002,Professional Activity,2,0,2
GOA,2002,Farming/Agriculture Activity,9,2,11
GOA,2002,Others (Please Specify),17,0,17
GOA,2002,Retired Person,5,0,5
GOA,2002,Others (Please Specify),46,11,57
GOA,2002,Total,226,83,309
GOA,2002,Total Salaried,63,11,74
GOA,2002,Total Self-employed,39,2,41
GOA,2003,House Wife,0,49,49
GOA,2003,Service (Government),7,1,8
GOA,2003,Service (Private),62,10,72
GOA,2003,Public Sector Undertaking,1,0,1
GOA,2003,Student,12,7,19
GOA,2003,Unemployed,47,11,58
GOA,2003,Self-employed (Business activity),16,2,18
GOA,2003,Professional Activity,2,1,3
GOA,2003,Farming/Agriculture Activity,17,1,18
GOA,2003,Others (Please Specify),17,1,18
GOA,2003,Retired Person,0,0,0
GOA,2003,Others (Please Specify),32,4,36
GOA,2003,Total,213,87,300
GOA,2003,Total Salaried,70,11,81
GOA,2003,Total Self-employed,52,5,57
GOA,2004,House Wife,0,55,55
GOA,2004,Service (Government),7,3,10
GOA,2004,Service (Private),39,7,46
GOA,2004,Public Sector Undertaking,10,3,13
GOA,2004,Student,13,10,23
GOA,2004,Unemployed,48,11,59
GOA,2004,Self-employed (Business activity),12,2,14
GOA,2004,Professional Activity,1,1,2
GOA,2004,Farming/Agriculture Activity,7,1,8
GOA,2004,Others (Please Specify),10,0,10
GOA,2004,Retired Person,3,0,3
GOA,2004,Others (Please Specify),62,9,71
GOA,2004,Total,212,102,314
GOA,2004,Total Salaried,56,13,69
GOA,2004,Total Self-employed,30,4,34
GOA,2005,House Wife,0,47,47
GOA,2005,Service (Government),7,0,7
GOA,2005,Service (Private),46,6,52
GOA,2005,Public Sector Undertaking,6,0,6
GOA,2005,Student,8,7,15
GOA,2005,Unemployed,45,13,58
GOA,2005,Self-employed (Business activity),8,1,9
GOA,2005,Professional Activity,1,0,1
GOA,2005,Farming/Agriculture Activity,10,1,11
GOA,2005,Others (Please Specify),13,1,14
GOA,2005,Retired Person,4,1,5
GOA,2005,Others (Please Specify),49,8,57
GOA,2005,Total,197,85,282
GOA,2005,Total Salaried,59,6,65
GOA,2005,Total Self-employed,32,3,35
GOA,2006,House Wife,0,51,51
GOA,2006,Service (Government),3,0,3
GOA,2006,Service (Private),49,4,53
GOA,2006,Public Sector Undertaking,0,0,0
GOA,2006,Student,8,12,20
GOA,2006,Unemployed,51,12,63
GOA,2006,Self-employed (Business activity),9,0,9
GOA,2006,Professional Activity,0,0,0
GOA,2006,Farming/Agriculture Activity,5,0,5
GOA,2006,Others (Please Specify),13,1,14
GOA,2006,Retired Person,8,0,8
GOA,2006,Others (Please Specify),37,12,49
